docDOI,docSection,docAuthor,docTitle,docAcceptDate,docPaymentDate,docPublishDate,docPrintIssue,docPrintNotes,docNumPagesPrint,docEditor,docCoordinator,docProofReader,docSE1,docSE2,docEnteredDate,docCopyEditBeginDate,docCopyEditCompleteDate,docSendSEDate,docReturnSEDate,docSendAuthorDate,docReturnAuthorDate,docFinalizeDate,docOpenAccess,docTranslation,docAdConflicts,docCollectionCode1
69286,Letter,Adisesh,RE: Is there a doctor on board,26-Feb-18,,25-Jun-18,,DK: Post and Publish only,1,,Erin D,,,,5-Mar-18,,,,,,,,TRUE,TRUE,,
69289,Letter,Stewart,RE: Making the most of the federal investment of $5 billion for mental health,26-Feb-18,,, ,"DK: Post, Publish and consider for Print",1,,Erin D,,,,5-Mar-18,,,,,,,,TRUE,TRUE,,
69290,Letter,Lantos,Medical kits on planes should be standardized,26-Feb-18,,,,DK: Post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
180356,Humanities,Manca,Woody's last dance,26-Apr-18,,23-Jul-18,,,,,Olivier,,,,26-Apr-18,,,,,,,,FALSE,FALSE,,
69812,Letter,De Foa,RE: Translating Who's guidelines into practice?,26-Apr-18,,,,DK: Post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
69813,Letter,De Foa,RE: More prominence to conflicting interests.,26-Apr-18,,,,DK: Post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
69815,Letter,Daoust,RE: Association between falls and opiate prescriptions,26-Apr-18,,,,DK: Post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
170232,Humanities,Mawdsley,The clinical trials on gamma globulin for polio: victims of marketing success ,26-Apr-17,,24-Jul-17,February 2018,,2,Vicky,Olivier,Olivier,BJS,,5-May-17,15-Jun-17,21-Jun-17,23-Jun-17,26-Jun-17,26-Jun-17,2-Jul-17,6-Jul-17,TRUE,FALSE,"vaccination, polio, medical screening, clinical trials","527, 119, 154, 72"
170671,Practice,Mullen,Delayed diagnosis of perineural spread of previously-resected skin cancer in a patient with diplopia,25-Sep-17,,8-Jan-18,,,5,Jennifer,Erin D,,,,26-Sep-17,17-Nov-17,21-Nov-17,28-Nov-17,10-Dec-17,14-Dec-17,17-Dec-17,19-Dec-17,FALSE,FALSE,"cancer, vision","195, 207, 490, 518"
171133,Coda,Hancock,Why Public health is the most challenging specialty of all,25-Sep-17,,16-Oct-17,November 2017,selected as possible content for Santé inc,1,Kate,Erin D,Olivier,KP,NA,26-Sep-17,29-Sep-17,29-Sep-17,29-Sep-17,29-Sep-17,29-Sep-17,29-Sep-17,2-Oct-17,FALSE,FALSE,,"170, 168 "
170875,Humanities,Giroux,Bannock as medicine,25-Sep-17,,19-Mar-18,April 2018,For vulnerable pop launch,2,Lea,Olivier,Erin,BJS,DK,27-Sep-17,13-Nov-17,13-Nov-17,13-Nov-17,14-Nov-17,14-Nov-17,15-Nov-17,17-Nov-17,FALSE,FALSE,"Métis, First Nations medicine, pediatrics, doctors in training","538, 526, 474, 370"
171132,Editorial,Stanbrook,Tax reform plays politics with doctors' reputations,25-Sep-17,,2-Oct-17,November 2017,DK sent to MBS for review and cuts to text Sept. 25. ,1,Lea,Olivier,Erin,DK/MBS/KP,,25-Sep-17,25-Sep-17,25-Sep-17,25-Sep-17,26-Sep-17,25-Sep-17,26-Sep-17,26-Sep-17,TRUE,TRUE,"Taxation, incorporation, Canadian gov't, physicians","10, 130"
160828,Humanities,Komorowski,TB or not TB?,25-Oct-16,,13-Feb-17,,,2,Sarah,Erin D,Olivier,BJS,DK,26-Oct-16,28-Oct-16,28-Oct-16,28-Oct-16,2-Nov-16,2-Nov-16,4-Nov-16,9-Nov-16,FALSE,FALSE,"Tuberculosis, antibiotics","157, 526, 357"
161032,Humanities,Smith,War! What is it good for? Mustard gas medicine,25-Oct-16,,27-Feb-17,April 2017,,2,Sarah,Olivier,,BJS,DK,27-Oct-16,16-Nov-16,16-Nov-16,16-Nov-16,18-Nov-16,18-Nov-16,21-Nov-16,22-Nov-16,FALSE,FALSE,"chemotherapy, mustard agents, mustargen"," 527, 505, 207"
732457,Letter,Clelland ,General Practice Services Committee incentives are drivers in enticing medical students to choose family medicine,25-Oct-16,,25-Oct-16,,,,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732474,Letter,Lesage,The responsibilities of PHAC,25-Oct-16,,30-Jan-17,April 2017,Use KP version,,Erin,Mel,,,,,,,,,,,,TRUE,TRUE,,
161316,Commentary,Tanuseputro,Medical aid in dying: What matters most?,25-Nov-16,,23-Jan-17,February 2017,,2,Kate B,Olivier,,KP,NA,28-Nov-16,6-Dec-16,7-Dec-16,7-Dec-16,8-Dec-16,8-Dec-16,12-Dec-16,21-Dec-16,FALSE,FALSE,"Palliative care, medical aid in dying","524, 42, 113, 165"
160976,Humanities,Wright,Portraying Maude Abbott,25-Nov-16,,21-Feb-17,May 2017,,3,Lea,Olivier,,BJS,KP,2-Dec-16,12-Jan-17,12-Jan-17,12-Jan-17,17-Jan-17,23-Jan-17,25-Jan-17,1-Feb-17,FALSE,FALSE,"Maude Abbott, Mary Bell, Mary Eastlake, history of medicine, art, McGill University","474, 119"
171498,Practice,Sun,Green Urine,25-Jan-18,,26-Feb-18,May 2018,,1,Lea,Erin D,Olivier,DK,,25-Jan-18,29-Jan-18,30-Jan-18,30-Jan-18,2-Feb-18,2-Feb-18,5-Feb-18,6-Feb-18,FALSE,FALSE,"urinalysis, internal medicine, laboratory medicine, emergency medicine","504, 398, 399, 2"
161384,Humanities,Sampson,"Goodbye, Jo",25-Jan-17,,28-Aug-17,,,2,Vicky,Olivier,Olivier,BJS,KP,30-Jan-17,5-Jul-17,12-Jul-17,12-Jul-17,17-Jul-17,18-Jul-17,21-Jul-17,21-Jul-17,FALSE,FALSE,"patient care, end of life, doctor-patient relationships","526, 383, 357, 355"
732875,Letter,Gerk,Following the money,25-Jan-17,,20-Mar-17,,Posted Jan 25,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
69280,Letter,Deschner,Reducing food insecurity and improving health with a basic income guarantee,25-Feb-18,,,,DK: Post and Publish only,1,,Olivier,,,,26-Feb-18,,,,,,,,TRUE,TRUE,,
171008,Commentary,Kissoon,The quadruple burden of sepsis,25-Aug-17,,11-Sep-17,October 2017,,2,Lea,Mel,Olivier,KP,,28-Aug-17,28-Aug-17,28-Aug-17,28-Aug-17,28-Aug-17,28-Aug-17,28-Aug-17,28-Aug-17,FALSE,FALSE,"Sepsis, antimicrobials, global health care","537, 200, 165, 113, 278"
171006,Editorial,Kelsall,"Sepsis, one of CMAJ’s four new areas of focus",25-Aug-17,,11-Sep-17,October 2017,,1,Vicky,Olivier,Lea,,,25-Aug-17,25-Aug-17,25-Aug-17,28-Aug-17,28-Aug-17,25-Aug-17,28-Aug-17,28-Aug-17,TRUE,TRUE,"CMAJ policy, sepsis, focus areas, infection, editorial","462, 21, 154, 537"
171134,Practice,Jeimy,"A 63-year old returned traveler with fever, rash, hepatitis, and eosinophilia",25-Apr-18,,9-Jul-18,,,5,,Erin,,,,25-Apr-18,,,,,,,,FALSE,FALSE,,
171400,Analysis,Howick,How placebo characteristics influence intervention effects,25-Apr-18,,30-Jul-18,,,4,,Erin D,,,,25-Apr-18,,,,,,,,TRUE,FALSE,,
180545,Editorial,Kelsall,Coming soon: CMAJ policy on data sharingComing soon: CMAJ policy on data sharingComing soon: CMAJ policy on data sharingComing soon: CMAJ policy on data sharing,25-Apr-18,,28-May-18,June 2018,,1,Lea,Olivier,Olivier,KP,NA,25-Apr-18,26-Apr-18,26-Apr-18,26-Apr-18,27-Apr-18,30-Apr-18,30-Apr-18,1-May-18,TRUE,TRUE,"CMAJ editorial policy, data-sharing, research","462, 166, 165"
180543,Editorial,Collier,Containing health myths in the age of viral misinformation,25-Apr-18,,14-May-18,,,1,Vicky,Olivier,,DK,,25-Apr-18,25-Apr-18,25-Apr-18,25-Apr-18,25-Apr-18,26-Apr-18,26-Apr-18,26-Apr-18,TRUE,TRUE,"social media, health communication","536, 223, 383"
69810,Letter,Newman,RE: Association between falls and opiate prescriptions,25-Apr-18,,,,KP: Post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
170361,Practice,Udow,Exacerbation of psychosis triggered by a synthetic cannabinoid in a 70-year-old woman with Parkinson disease,24-Oct-17,,15-Jan-18,May 2018,,4,Lea,Erin D,Erin,DK,,30-Oct-17,5-Dec-17,6-Dec-17,6-Dec-17,11-Dec-17,11-Dec-17,14-Dec-17,19-Dec-17,FALSE,FALSE,"Parkinson disease, psychiatric disorders, cannabis use, older adults, mental health","518, 539, 500, 155, 328, 271"
171287,Coda,Hancock,No quality health care without strong public health,24-Oct-17,,20-Nov-17,December 2017,,1,Kate,Olivier,Olivier,KP,NA,25-Oct-17,27-Oct-17,27-Oct-17,27-Oct-17,30-Oct-17,30-Oct-17,31-Oct-17,1-Nov-17,FALSE,FALSE,,"170, 456, 165, 10 "
732524,Letter,Lavergne ,"Response to Clelland, 732457, and Shelley",24-Nov-16,,24-Nov-16,,,,Lea,Mel,,,,,,,,,,,,TRUE,TRUE,,
170609,Correction,NA,Correction for 160833 [Humanities],24-May-17,,19-Jun-17,,correction for doi: 10.1503/cmaj.160833 ; published 18 Apr 17,1,Kate,Erin D,Erin D,KP,DK,24-May-17,,,,,,,,TRUE,FALSE,,
170134,Humanities,Duffy,Saturday night at St. Mary's,24-Mar-17,,16-Oct-17,December 2017,,2,Vicky,Olivier,Lea,DK,,10-Apr-17,25-Aug-17,29-Aug-17,29-Aug-17,29-Aug-17,30-Aug-17,30-Aug-17,31-Aug-17,FALSE,FALSE,"Quebec, health policy, emergency departments, hospitals, history, Canadian politics","526, 456, 2, 383, 474, 165"
160785,Practice,Powles,Postpartum hypertension,24-Mar-17,,10-Jul-17,January 2018,,1,Lea,Olivier,Olivier,DK,,10-Apr-17,12-Jun-17,13-Jun-17,13-Jun-17,16-Jun-17,19-Jun-17,23-Jun-17,27-Jun-17,FALSE,FALSE,"pregnancy, hypertension, preeclampsia, HELLP syndrome, nifedipine, labetalol, methyldopa, enalapril","514, 415, 17, 159"
161521,Guideline,Grad,Recommendations on Hepatitis C Screening for Adults,24-Mar-17,,24-Apr-17,May 2017,,11,Vicky,Olivier,Oliver,DK,,,30-Mar-17,3-Apr-17,3-Apr-17,5-Apr-17,5-Apr-17,10-Apr-17,10-Apr-17,TRUE,FALSE,"hepatitis C virus infection, health policy, liver, public health","189, 105, 28, 383, 154"
732997,Letter,Brodovsky,Quotes and a question,24-Mar-17,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,
170628,Commentary,Juurlink,Rethinking “doing well” on chronic opioid therapy,24-Jul-17,,2-Oct-17,December 2017,13 Sept: pulled back to FT to add podcast line,2,Vicky,Olivier,Lea,KP,,25-Jul-17,28-Aug-17,30-Aug-17,30-Aug-17,1-Sep-17,5-Sep-17,5-Sep-17,7-Sep-17,FALSE,FALSE,"opioids, pain, analgesia, pain management","530, 4, 383"
733356,Letter,Ganesh,Residual post-stroke disability is another opportunity to reduce long-term morbidity and mortality,24-Jul-17,,5-Sep-17,November 2017,"KP: post, publish and consider for print",,Lea,Erin,,,,,,,,,,,,TRUE,TRUE,,
733359,Letter,Cimolai,Fish processing and human infection,24-Jul-17,,13-Nov-17,,DK: Ok to post and publish. Not for print.,,Vicky,Erin,Erin,,,,19-Oct-17,19-Oct-17,19-Oct-17,20-Oct-17,,,23-Oct-17,TRUE,TRUE,,
733354,Letter,Ganesh,Neurosyphilis is an easily missed cause of encephalopathy,24-Jul-17,,13-Nov-17,,"KP: post and publish, not for print",,Vicky,Olivier,Erin,,,,19-Oct-17,19-Oct-17,20-Oct-17,20-Oct-17,20-Oct-17,20-Oct-17,23-Oct-17,TRUE,TRUE,,
69061,Letter,Sheriff,Mental health ,24-Jan-18,,,,KP: post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
69065,Letter,Desapriya,Useful resources,24-Jan-18,,,,DK: post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
161421,Practice,Antoniou,About Loperamide Abuse,24-Jan-17,,12-Jun-17,July 2017,,1,Lea/Vicky,Erin D,Olivier,DK,,13-Feb-17,15-May-17,15-May-17,15-May-17,19-May-17,19-May-17,21-May-17,24-May-17,FALSE,FALSE,"loperamide, Imodium, antidiarrheal agents, addiction medicine, emergency medicine","2, 7, 390, 383"
180173,Humanities,Gross,Assisted Dying; it is not that easy,24-Apr-18,,16-Jul-18,,,1,,Erin D,,,,24-Apr-18,,,,,,,,FALSE,FALSE,,
69766,Letter,Braillon,Principles for screening: too few concerns for informed consent?,24-Apr-18,,,,DK: Post and Publish only,,,Olivier,,,,24-Apr-18,,,,,,,,TRUE,TRUE,,
170474,Coda,Kidd,Back to the future in Alberta,24-Apr-17,,15-May-17,June 2017,,1,Kate B,Erin D,Olivier,BJS,KP,24-Apr-17,25-Apr-17,25-Apr-17,25-Apr-17,26-Apr-17,26-Apr-17,27-Apr-17,28-Apr-17,FALSE,FALSE,,"383, 168, 474"
170339,Practice,Rohailla,Bariatric surgery,24-Apr-17,,8-Aug-17,,selected as possible content for Santé inc,1,Vicky,Olivier,,DK,,28-Apr-17,22-Jun-17,29-Jun-17,29-Jun-17,9-Jul-17,10-Jul-17,12-Jul-17,13-Jul-17,FALSE,FALSE,"Bariatric surgery, obesity, weight loss","514, 334, 92, 93"
733099,Letter,Yoshida,Recommendations on hepatitis C screening for adults,24-Apr-17,,26-Jun-17,August 2017,"KP: Post, publish and consider for print",,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
171234,Commentary,Boyer,Healing racism in Canadian health care,23-Oct-17,,20-Nov-17,,,2,Vicky,Olivier,Olivier,,,25-Oct-17,26-Oct-17,30-Oct-17,30-Oct-17,30-Oct-17,30-Oct-17,31-Oct-17,1-Nov-17,FALSE,FALSE,"Indigenous health, public health, First Nations people, health policy, government","538, 370, 456, 346, 383"
170696,Review,Khan,Management of osteoarthritis of the knee in younger patients,23-Oct-17,,22-Jan-18,June 2018,,8,Vicky,Erin D,Olivier,KP,DK,25-Oct-17,8-Dec-17,12-Dec-17,12-Dec-17,19-Dec-17,2-Jan-18,2-Jan-18,5-Jan-18,FALSE,FALSE,"Osteoarthritis, arthritis, pain, knees, joints, sports medicine, orthopedic surgery, exercise","402, 59, 96, 55, 4, 211 "
170981,Humanities,Gregoire,Late night conversations,23-Nov-17,,29-Jan-18,,,2,Lea,Olivier,Erin,BJS,DK,27-Nov-17,7-Dec-17,11-Dec-17,11-Dec-17,13-Dec-17,15-Dec-17,19-Dec-17,20-Dec-17,FALSE,FALSE,"End-of-life care and decisions, renal disease ","526, 474, 109, 10 "
170284,Humanities,Lamb,Johns Hopkins: A Canadian Medical School?,23-May-17,,4-Jul-17,August 2017,Schedule to Canada day week? Mel,2,Vicky,Erin D,Olivier,DK,,25-May-17,8-Jun-17,13-Jun-17,13-Jun-17,14-Jun-17,14-Jun-17,15-Jun-17,15-Jun-17,FALSE,FALSE,"fish/seafood, travel (e.g., Caribbean), hydroxyzine","527, 134, 119, 169"
180102,Coda,Hancock,Creating healthy cities and communities,23-Jan-18,,20-Feb-18,March 2018,,1,Lea,Olivier,Olivier,KP,NA,23-Jan-18,25-Jan-18,25-Jan-18,25-Jan-18,25-Jan-18,25-Jan-18,25-Jan-18,30-Jan-18,FALSE,FALSE,"public health, urban environments","538, 170, 532, 142, 456"
161337,Practice,Kumar,Superficial Dyspareunia,23-Jan-17,,19-Jun-17,,Delay from AU in sending proof corrections,1,Vicky,Erin D,,DK,,24-Jan-17,24-Apr-17,27-Apr-17,27-Apr-17,1-May-17,1-May-17,18-May-17,18-May-17,FALSE,FALSE,"gynecology, lidocaine, vaginal pain","514, 415, 4, 273, 159 "
170086,Editorial,Sibbald,Workplace violence is not part of a doctor’s job,23-Jan-17,,6-Feb-17,March 2017,,1,Lea,Olivier,Erin,KP,NA,23-Jan-17,23-Jan-17,23-Jan-17,23-Jan-17,23-Jan-17,,,23-Jan-17,TRUE,TRUE,"workplace violence, health policy","347, 165"
69279,Letter,Grocott,Propofol sedation improves efficiency and optimizes patient satisfaction during colonoscopy,23-Feb-18,,18-Jun-18, ,"DK: Post, Publish and consider for Print",1,Lea,Erin D,Olivier,KP,,5-Mar-18,14-May-18,14-May-18,14-May-18,14-May-18,16-May-18,16-May-18,17-May-18,TRUE,TRUE,,
732931,Letter, Liu,Snowfall,23-Feb-17,,10-Apr-17,June 2017,,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732928,Letter,Hernandez,Snowfall,23-Feb-17,,18-Apr-17,,,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732933,Letter,Cimolai,Zopiclone Overdose and Flumazenil Rescue,23-Feb-17,,24-Apr-17,,,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732939,Letter,Zanbilowicz,An older patient with diabetes and severe foot pain,23-Feb-17,,24-Apr-17,,Posted Feb 22,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732941,Letter,Weiss,What matters most (maid),23-Feb-17,,1-May-17,June 2017,,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732943,Letter,Gorodzinsky,How to improve inequalities,23-Feb-17,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,
161309,Humanities,Atkinson,Lessons from a child,23-Dec-16,,31-Jul-17,September 2017,,2,Vicky,Olivier,Olivier,BJS,DK,10-Jan-17,19-Apr-17,21-Apr-17,21-Apr-17,26-Apr-17,27-Apr-17,2-May-17,3-May-17,FALSE,FALSE,"Palliative care, medical aid in dying","526, 109, 524, 72"
180324,Humanities,Simms,A day in the life of a burnout,23-Apr-18,,3-Jul-18,,,2,,Erin D,,,,24-Apr-18,,,,,,,,FALSE,FALSE,,
180247,Humanities,Dagnone,Facing grief,23-Apr-18,,9-Jul-18,,,1,,Olivier,,,,23-Apr-18,,,,,,,,FALSE,FALSE,,
69757,Letter,Mackey,RE: Shakespearian Reflection on Medical Assistance In Dying (MAID),23-Apr-18,,,,KP: Post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
69758,Letter,Gevorgyan,RE: Hoarseness of unclear origin in adults,23-Apr-18,,,,KP: Post and Publish only,,,Erin,,,,24-Apr-18,,,,,,,,TRUE,TRUE,,
69759,Letter,Kreisman,Sugar is Not the “New Tobacco,23-Apr-18,,,,KP: Post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
732453,Letter,Wooton,Medical error and MAID,22-Oct-16,,9-Jan-17,January 2017,,,Erin,Erin,,,,,,,,,,,,TRUE,TRUE,,
171308,Practice,Huang,Calcific tendinitis of the gluteus maximus of a 53-year-old woman,22-Nov-17,,18-Dec-17,February 2018,,1,Vicky,Olivier,Olivier,DK,,24-Nov-17,24-Nov-17,27-Nov-17,27-Nov-17,27-Nov-17,28-Nov-17,28-Nov-17,29-Nov-17,FALSE,FALSE,"tendinitis, hip pain, orthopedics, orthopedic surgery ","504, 383, 96"
171101,Practice,Micieli,Medication Overuse Headache,22-Nov-17,,12-Mar-18,,author has a talk in April and would like this published before then if possible,1,Kate,Erin D,,DK,NA,13-Dec-17,19-Jan-18,24-Jan-18,24-Jan-18,2-Feb-18,7-Feb-18,8-Feb-18,8-Feb-18,FALSE,FALSE,"Headache, analgesia, opioids, barbiturates, triptans, ergotamines, topiramate, b-blockers, amitriptyline, gabapentin","514, 328, 383, 155"
180092,Correction,NA,Correction for 170072,22-Jan-18,,12-Feb-18,,,1,Lea,Olivier,Erin,DK,,22-Jan-18,22-Jan-18,22-Jan-18,23-Jan-18,24-Jan-18,,,24-Jan-18,TRUE,FALSE,,
69008,Letter,Alam,Fueling the culture of distrust in physicians,22-Jan-18,,26-Mar-18, ,DK: post publish and consider for print. I expect more letters like this. The authors should respond. ,1,Lea,Olivier,Olivier,KP,NA,29-Jan-18,9-Mar-18,9-Mar-18,9-Mar-18,9-Mar-18,9-Mar-18,12-Mar-18,12-Mar-18,TRUE,TRUE,,
69010,Letter,Hebert,Unspoken communication,22-Jan-18,,,,DK: post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
180023,Practice,Richard,Eight-and-a-half syndrome: a case of one-and-a-half syndrome with peripheral facial nerve palsy,22-Feb-18,,23-Apr-18,,,1,Vicky,Olivier,Erin,DK,,27-Feb-18,21-Mar-18,21-Mar-18,21-Mar-18,29-Mar-18,29-Mar-18,3-Apr-18,4-Apr-18,FALSE,FALSE,"Ophthalmology, palsy","504, 155, 490"
180188,Commentary,Morgan,The foundation and consequences of gender bias in grant peer review processes,22-Feb-18,,23-Apr-18,,linked ,2,Vicky,Olivier,,KP,,27-Feb-18,16-Mar-18,19-Mar-18,19-Mar-18,20-Mar-18,21-Mar-18,22-Mar-18,26-Mar-18,FALSE,FALSE,"Gender, universities, peer review, grants","166, 134"
171088,Commentary,Nicholls,The need for national leadership to develop a pan-Canadian approach to ethics review in Canada,22-Feb-18,,7-May-18,,Three pages; KP says this doesn't need to go in print. (kb),3,Kate,Olivier,Erin,KP,NA,2-Mar-18,13-Apr-18,13-Apr-18,16-Apr-18,16-Apr-18,17-Apr-18,18-Apr-18,20-Apr-18,FALSE,FALSE,"research ethics approval, research ethics boards,  human research participants","467, 171"
180204,Humanities,Howell,The long hall,22-Feb-18,,9-Apr-18,,,1,Lea,Olivier,ED,DK,NA,14-Mar-18,20-Mar-18,20-Mar-18,20-Mar-18,20-Mar-18,20-Mar-18,21-Mar-18,22-Mar-18,FALSE,FALSE,"physicians, rounds, hospitals","526, 474"
69277,Letter,Lafrance,Semantics and medical assistance in dying,22-Feb-18,,11-Jun-18, ,"KP: I would be inclined to recommend post, publish and consider for print. I don’t like to censor. Provided author agrees to edits (which he did)",1,Vicky,Olivier,Olivier,KP,,26-Feb-18,30-Apr-18,1-May-18,1-May-18,2-May-18,2-May-18,2-May-18,9-May-18,TRUE,TRUE,,
69278,Letter,Laratta,Author reply: Diagnosis and treatment of obstructive sleep apnea in adults,22-Feb-18,,7-May-18,June 2018,KP: Post and Publish only PRINT WITH ROTTENBERG,1,Kate,Olivier,Erin,KP,NA,26-Feb-18,16-Apr-18,16-Apr-18,16-Apr-18,16-Apr-18,,,18-Apr-18,TRUE,TRUE,,
161355,Commentary,Zhang,Regulator or regulatory shield? The case for Reforming Canada’s Patented Medicine Prices Review Board,22-Feb-17,,10-Apr-17,,,2,Lea,Erin D,Erin,KP,,23-Feb-17,23-Feb-17,24-Feb-17,24-Feb-17,24-Feb-17,24-Feb-17,21-Mar-17,22-Mar-17,FALSE,FALSE,"Patented Medicine Prices Review Board, patented drugs, drug pricing","186, 113, 165"
170172,Commentary,Urbach,Delivering timely surgery in Canadian hospitals,22-Feb-17,,10-Jul-17,October 2017,,2,Vicky,Olivier,Erin,KP,,28-Feb-17,18-May-17,31-May-17,31-May-17,31-May-17,1-Jun-17,2-Jun-17,5-Jun-17,FALSE,FALSE,"Surgery, health policy, public health","93, 165"
161058,Humanities,Haynes,Always on call,22-Feb-17,,25-Sep-17,November 2017,Sent to DK for SE2 Aug. 2,2,Lea,Erin D,Olivier,KP,DK,23-Feb-17,31-Jul-17,31-Jul-17,31-Jul-17,30-Aug-17,5-Sep-17,6-Sep-17,6-Sep-17,FALSE,FALSE,"Physician recollections, resuscitation, older people, long-term care","526, 474"
732641,Letter,Kirsten Patrick,"Response to McGregor, 732496",22-Dec-16,,22-Dec-16,,Leesa /Diane duty edited.,,Erin,Erin,,,,,,,,,,,,TRUE,TRUE,,
170733,Practice,Ren,Aortic and Cardiac Air Emboli,22-Aug-17,,5-Feb-18,,,2,Jennifer,Erin D,Erin D,DK,DK,14-Sep-17,4-Dec-17,5-Dec-17,5-Dec-17,10-Dec-17,15-Dec-17,18-Dec-17,8-Jan-18,FALSE,FALSE,"air embolism, cardiovascular medicine, lungs","21, 151, 157, 151, 194, 518"
170808,Practice,Huang,Laryngeal stridor in rheumatoid arthritis,22-Aug-17,,25-Sep-17,,,1,Vicky,Olivier,Olivier,,,28-Aug-17,31-Aug-17,1-Sep-17,1-Sep-17,8-Sep-17,8-Sep-17,9-Sep-17,11-Sep-17,FALSE,FALSE,"Rheumatoid arthritis, polyarthritis, Indigenous people, ","504, 383, 158 2"
170527,Review,Traeger,Diagnosis and management of low-back pain in primary care,22-Aug-17,,13-Nov-17,February 2018,To SE2 Oct. 18,10,Lea,Olivier,,KP,DK,29-Aug-17,19-Sep-17,6-Oct-17,10-Oct-17,20-Oct-17,24-Oct-17,26-Oct-17,30-Oct-17,FALSE,FALSE,"Back pain, primary care, musculoskeletal medicine, imaging, diagnostic tests, screening","4, 59, 383, 105"
170841,Humanities,Sharma,A Feminist in the academy,22-Aug-17,,13-Nov-17,January 2018,Should go in print with the research scheduled for Dec. 18 online publication (Hedden 170231) and linked Silver commentary,2,Vicky,Olivier,Olivier,KP,,23-Aug-17,19-Oct-17,20-Oct-17,20-Oct-17,25-Oct-17,26-Oct-17,26-Oct-17,30-Oct-17,FALSE,TRUE,"Feminism, doctor training, medical school","527, 383, 321"
732448,Letter,Allen,Is it premature to SPRINT?,21-Oct-16,,6-Feb-17,March 2017,,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
171012,Practice,Chatterjee,"Diffuse skin thickening, myalgias and joint stiffness in a 41-year-old man",21-Nov-17,,5-Mar-18,,,4,Vicky,Olivier,Olivier,DK,,22-Nov-17,8-Jan-18,12-Jan-18,12-Jan-18,26-Jan-18,29-Jan-18,2-Feb-18,2-Feb-18,FALSE,FALSE,"Myalgia, exercise, pain, joint stiffness, skin disorders, sclerosis","515, 22, 197, 158"
180047,Practice,Dunn,Mifepristone,21-Mar-18,,4-Jun-18,,,1,Lea,Olivier,Erin,DK,NA,22-Mar-18,1-May-18,1-May-18,1-May-18,10-May-18,10-May-18,14-May-18,18-May-18,FALSE,FALSE,"abortion, mifepristone, misoprostol, prostaglandins, abortion drugs, wome's health","514, 159, 187, 383"
180152,Practice,Nguyen,Porphyria cutanea tarda presenting as milia and blisters,21-Mar-18,,22-May-18,,,1,Vicky,Olivier,Olivier,DK,NA,22-Mar-18,19-Apr-18,20-Apr-18,20-Apr-18,23-Apr-18,24-Apr-18,27-Apr-18,30-Apr-18,FALSE,FALSE,"dermatology, supplements, hematology, older adults","504, 22, 76"
170130,Humanities,Moorehead,The worst thing,21-Mar-17,,30-Oct-17,February 2018,,1,Lea,Olivier,Erin,BJS,DK,21-Jun-17,5-Oct-17,5-Oct-17,5-Oct-17,11-Oct-17,12-Oct-17,17-Oct-17,17-Oct-17,FALSE,FALSE,"Mental health, physician health, psychiatry, medical humanities","526, 474, 347, 539, 161"
160830,Review,Smith,Diagnosis and management of bronchiectasis,21-Mar-17,,19-Jun-17,March 2018,,8,Vicky,Olivier,Olivier,KP,DK,25-Apr-17,27-Apr-17,9-May-17,9-May-17,18-May-17,23-May-17,26-May-17,5-Jun-17,FALSE,FALSE,"COPD, bronchodilators, corticosteroids, inhalers","157, 383"
732971,Letter,Barr ,List of essential medicines for Canada,21-Mar-17,,15-May-17,,,,Lea,Erin,,,,,,,,,,,,TRUE,TRUE,,
732990,Letter,Laba,Universal drug plan,21-Mar-17,,15-May-17,,,,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732980,Letter,MacDonald,Beyond implementation research for improving,21-Mar-17,,23-May-17,,,,Lea,Erin,,,,,,,,,,,,TRUE,TRUE,,
732969,Letter,Weiss,"Reponse to ""What matters most""",21-Mar-17,,,,Previous 2 letters from Wiess and Tanuseputro were published printed,,,,,,,,,,,,,,,TRUE,TRUE,,
