docDOI,docSection,docDepartment,docAuthor,docTitle,docFocusArea,docAcceptDate,docPaymentDate,docInvoiceNum,docOnlineIssue,docPrintIssue,docNotes,docMultiMedia1,docRelatedMaterial,docNumPages,docEditor,docCoordinator,docProofReader,docSE1,docSE2,docOutstandingMaterial,docEnteredDate,docCopyEditBeginDate,docCopyeditCompleteDate,docSendSEDate,docReturnSEDate,docSendAuthorDate,docReturnAuthorDate,docSendFineTune,docReturnFineTune,docSendProofRead,docReturnProofRead,docFinalizeDate,docNumAppendices,docOpenAccess,docShortTitle,docWebBlurb,docTranslation,docAddConflicts,docCollectionCode1,docProfessionalDev,docPodcastEmbargoLink,docPodcastPermLink,docPodcastEmbedCode,docVideoEmbedCode,docVideoLink,docURL,docHashTags,docSocialSummary,"Accept to payment, d2","Payment to rough layout, d","Payment to copyedit, d","Payment to publication, d","Accept to rough layout, d","Rough layout to copyedit, d","Copyedit, d",SE12,"Proof with author, d","Author alterations, d","Fine-tune, d","Proofreading, d","Accept to publication, d","Accept to print, d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170377,Research,Clinical trial,Eisenberg,Smoking Abstinence 12 Months after Acute Coronary Syndrome: Follow-up from a Randomized Controlled Trial of Varenicline in Hospitalized Patients,,22-Nov-17,28-Nov-17,,26-Mar-18,,,,180125-com,8,Kate,Erin D,Olivier,MS,KP,none,28-Nov-17,9-Feb-18,22-Feb-18,22-Feb-18,2-Mar-18,5-Mar-18,9-Mar-18,12-Mar-18,12-Mar-18,12-Mar-18,12-Mar-18,13-Mar-18,1,Yes,Varenicline to quit smoking after ACS,Patients started on varenicline in hospital after ACS were > 10% more likely to be abstinent at 1 year.,Yes,"smoking cessation (varenicline, bupropion), acute coronary syndrome","7, 15, 151, 144, 201",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170377,"Social media & hashtags:
@McGillMed

@CIUSSS_COMTL for the JGH 
@LDI_ILD for the Lady Davis 

JGH has a facebook page 
/CIUSSSCentreOuest
","Patients who continue to smoke after a heart attack are at increased risk of future cardiac events and death. Smokers randomized to varenicline, compared to placebo, were less likely to be smoking after 1 year (39.9% v. 29.1%). However, 60% of patients treated with varenicline still returned to smoking.",6,0,73,118,6,73,13,8,4,3,0,0,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180242,Commentary,Commentary,Preto,Exploring vulnerability in Canadian health care,Vulnerable populations,05-Mar-18,,,19-Mar-18,April 2018,for vulnerable populations launch,,180288-edit,2,Kate,Erin D,Erin,KP,NA,author forms  ,5-Mar-18,5-Mar-18,5-Mar-18,5-Mar-18,5-Mar-18,5-Mar-18,6-Mar-18,6-Mar-18,6-Mar-18,6-Mar-18,6-Mar-18,6-Mar-18,0,No,Vulnerability in health care,Take care when applying the vulnerability label; it may lead to further stigmatization and exclusion.,No,"Vulnerable populations, ethics","538, 467, 10",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.180242,,"Vulnerability is a commonly used term but not consistently defined in health care.  This terminology may be used to justify access to resources and help define our moral and ethical obligations but may also lead to stigmatization. Vulnerability language should be used carefully, with attention to potential implications for those served by the health care system.",,,,,0,0,0,0,1,0,0,0,14,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170666,Research,Cohort study (retrospective),Schaffer,Person-level changes in oxycodone use after the introduction of a tamper-resistant formulation in Australia,Mental health,21-Dec-17,09-Jan-18,,26-Mar-18,,,,,8,Lea,Erin D,,MBS,KP,None,8-Jan-18,12-Feb-18,14-Feb-18,14-Feb-18,2-Mar-18,5-Mar-18,8-Mar-18,8-Mar-18,9-Mar-18,9-Mar-18,9-Mar-18,9-Mar-18,0,Yes,Change in oxycodone use after tamper-resistant reformulation,"Introduction of a tamper-resistant oxycodone reformulation in Australia was associated with switching to morphine, but only in people under 65.",Yes,"oxycodone CR, opioids, addition medicine, public health, pain, suicide","4, 7, 186, 163, 170, 492, 530, 539",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170666,   @cbdrh1 @ndarcnews,"Introduction of tamper-resistant oxycodone in Australia led to a decline in dispensing, but oxycodone users were more likely to switch to morphine and other strong opioids than discontinue opioid therapy",19,1,34,76,18,35,2,16,3,0,1,0,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170432,Research,Clinical trial,Di Santo,Photoplethysmography using a smartphone application for assessment of ulnar artery patency: a randomized clinical trial,,30-Nov-17,06-Dec-17,,3-Apr-18,,180269-com; query to AU about Tables 2 and 3 on Mar. 16; all other proofreading changes added. Email from AU Mar. 16,Video,180269-com,9,Lea,Olivier,Olivier,MBS,,none,7-Dec-17,5-Mar-18,9-Mar-18,9-Mar-18,14-Mar-18,14-Mar-18,15-Mar-18,15-Mar-18,16-Mar-18,16-Mar-18,16-Mar-18,16-Mar-18,3,Yes,Smartphone photoplethysmography ,An app confirmed ulnar artery patency before radial artery catheterization more accurately than the modified Allen test.,Yes,"Cardiology, ischemic heart disease, vascular surgery, eHealth, cardiovascular medicine, smartphones, medical devices, screening and diagnostic tests","15, 151,167, 194, 533, 105, 101",,,,,"Appendix 1: <iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/MrpMWE0P7ak"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen></iframe>  Appendix 2: <iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/NpL3v6jrytc"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen></iframe>",Appendix 1: https://youtu.be/MrpMWE0P7ak Appendix 2: https://youtu.be/NpL3v6jrytc,www.cmaj.ca/lookup/doi/10.1503/cmaj.170432,we were hoping to have the following hashtags associated with our article: #radialfirst #pci #mhealth,Access to the heart for coronary angiography is commonly performed from the wrist through the radial artery. We determined that an iPhone application to assess blood flow performed better than traditional physical exam in determining candidacy.  ,6,1,89,118,7,88,4,5,1,0,1,0,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170676,Research,Cohort study (retrospective),Nakhla,Risk of ketoacidosis in children at the time of diabetes mellitus diagnosis by primary care status: a population-based retrospective cohort study,Health services,11-Nov-17,11-Nov-17,,9-Apr-18,,email meranda.nakhla@mcgill.ca with pub date once decided -- Peggy advised au of tentative date (23 Apr),,180220-com,6,Peggy,Erin D,Erin D,KF,DK,none,15-Nov-17,30-Jan-18,7-Feb-18,7-Feb-18,14-Feb-18,20-Feb-18,1-Mar-18,5-Mar-18,5-Mar-18,6-Mar-18,6-Mar-18,9-Mar-18,2,Yes,Ketoacidosis in new diabetes in children ,"For children with newly diagnosed diabetes, having a usual provider of care decreased ketoacidosis risk",Yes,"diabetes, diabetic ketoacidosis, primary care","10, 24, 72, 225, 105, 383 ",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170676,,"Key Points:
• A delay in the diagnosis and initiation of treatment of type 1 diabetes in children may result in the development of diabetic ketoacidosis, an avoidable and life-threatening complication at first time diagnosis of type 1 diabetes
• Having a usual provider of primary care is important in improving health outcomes for children; however primary care access is an important problem in Canada
• Evidence supports that having access to a usual provider of primary care appears to be important in decreasing the risk of diabetic ketoacidosis at diabetes diagnosis 
• This provides further evidence on the need for initiatives that promote primary care access for children
",0,4,80,149,4,76,8,7,9,4,0,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171154,Research,Other,Dobrow,"Consolidated principles for screening based on a systematic review and consensus process
 ",Health services,11-Jan-18,12-Jan-18,,9-Apr-18,,flagged for commentary,,180330-com,6,Kate,Olivier,Erin,KF,DK,none,15-Jan-18,6-Mar-18,14-Mar-18,14-Mar-18,19-Mar-18,19-Mar-18,21-Mar-18,22-Mar-18,22-Mar-18,22-Mar-18,22-Mar-18,23-Mar-18,4,Yes,Updated principles for disease screening,"After nearly 50 years of use, 10 commonly used principles to guide population screening have been updated.",Yes,screening & diagnostic tests,"105, 10",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.171154," @markdobrow
@ihpmeuoft
","• Screening decisions, whether made at clinical or population levels, are complex and require consideration of many factors.
• Fifty years ago, Wilson and Jungner published “Principles and practice of screening for disease”, a seminal document that highlighted ten principles that should be considered when making a screening decision.  
• Although the Wilson and Jungner principles are remarkably enduring, many attempts to modify or create new screening principles have been made over the ensuing five decades.
• We analyzed the Wilson and Jungner principles along with 40 sets of principles (including 367 unique principles) that we identified (through systematic review and a consensus process with international screening experts), which ultimately led to the establishment of 12 consolidated principles for screening
• These 12 consolidated principles maintain focus on disease/condition principles (e.g., relative importance and burden of the disease/condition; who should be targeted for screening) and test/intervention principles (e.g., characteristics of screening ‘tests’; interpretation of screening test results; who should be targeted for different types of post-screening intervention), but provide more emphasis on program/system principles (e.g., characteristics of screening ‘programs’; economic evaluation; performance management).
• An implication of this shift in emphasis is that a broader range of evidence is relevant and a broader range of experts and stakeholders can help to inform the assessment and integration of a broader evidence base to inform screening guidelines for clinicians and screening programs for population health leaders.  
• These 12 consolidated principles represent a comprehensive and iterative modernization of guidance to inform population-based screening decisions.
",1,3,53,87,4,50,8,5,2,1,0,0,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171286,Research,Cohort study (retrospective),Daoust,Recent opioid use and fall-related injury among older trauma patients,,14-Feb-18,19-Feb-18,,23-Apr-18,,28 Mar: to SE2,,,7,Vicky,Olivier,Erin,KF,KP,None,16-Feb-18,26-Mar-18,27-Mar-18,27-Mar-18,3-Apr-18,3-Apr-18,5-Apr-18,5-Apr-18,5-Apr-18,6-Apr-18,6-Apr-18,6-Apr-18,2,Yes,Opioids and fall injury in  older people,Recent opioid use in older adults is associated with an increased risk of fall and death,Yes,"Older people, falls, opioids, pain, motor vehicle crashes","530, 388,271",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.171286,,,5,3,35,63,2,38,1,7,2,0,0,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69274,Letter,,Weiss,The buck must stop somewhere,,21-Feb-18,,,11-Jun-18,YES,"KP: Post, Publish and consider for Print",,180153,1,Vicky,Erin D,Olivier,KP,,None,23-Feb-18,30-Apr-18,1-May-18,1-May-18,2-May-18,2-May-18,2-May-18,2-May-18,2-May-18,2-May-18,2-May-18,2-May-18,0,,,,,,,,,,,,,,,,,,,,2,66,1,1,0,0,0,0,110,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69277,Letter,,Lafrance,Semantics and medical assistance in dying,,22-Feb-18,,,11-Jun-18,YES,"KP: I would be inclined to recommend post, publish and consider for print. I don’t like to censor. Provided author agrees to edits (which he did)",,180153,1,Vicky,Olivier,Olivier,KP,,None,26-Feb-18,30-Apr-18,1-May-18,1-May-18,2-May-18,2-May-18,2-May-18,3-May-18,5-May-18,9-May-18,9-May-18,9-May-18,0,,,,,,,,,,,,,,,,,,,,4,63,1,1,0,1,2,0,109,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69162,Letter,,Norman,"Failure to monitor or prevent unintended pregnancy is the key intergenerational problem, not the pregnancy outcome",,05-Feb-18,,,14-May-18,YES,"DK: Post, publish and consider for print. THE AUTHORS SHOULD RESPOND TO THIS.",,170595,1,Vicky,Olivier,Erin,DK,,None,6-Feb-18,3-Apr-18,4-Apr-18,5-Apr-18,5-Apr-18,5-Apr-18,,,5-Apr-18,5-Apr-18,6-Apr-18,6-Apr-18,0,,,,,,,,,,,,,,,,,,,,1,56,1,0,,,,1,98,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69469,Letter,,Bodley,RE: Just the Facts on Effective Referral,,14-Mar-18,,,11-Jun-18,YES,"KP Post, Publish and consider for Prin. The letter can be POSTED as it is but for publication it can’t be quite so long. It can’t be as long as the editorial it responds to! I’ve edited slightly (see attached). I’ve used tracked changes for the additions and the strike-through tool to show what I’d suggest gets omitted. ",,180153,1,Kate,Erin D,Erin,KP,NA,None,19-Mar-18,14-May-18,14-May-18,14-May-18,14-May-18,14-May-18,18-May-18,18-May-18,18-May-18,18-May-18,18-May-18,18-May-18,0,,,,,,,,,,,,,,,,,,,,5,56,0,0,4,0,0,0,89,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150011,Research,Cohort study (retrospective),Khan,"Domestic impact of tuberculosis screening among new immigrants to Ontario, Canada",,05-Aug-15,07-Aug-15,,,November 2015,,,150317,9,Sarah,Kelly,Erin D,JF,KP,None,,,,,,,,,,,,,2,Yes,Wasteful to screen all immigrants for TB,TB screening for immigrants from low risk countries is a waste of resources,Yes,,,,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150011,,,2,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150223,Research,Cohort study (retrospective),Riddell,"Differences in obstetric care among nulliparous First Nations
and non–First Nations women in British Columbia, Canada",,15-Sep-15,22-Oct-15,M3546 sent Sep 21;,,February 2016,,,,8,Sarah,Erin D,Lea,KP (JF absent),JF,None,,5-Oct-15,7-Oct-15,7-Oct-15,21-Oct-15,13-Oct-15,16-Oct-15,17-Oct-15,20-Oct-15,,,22-Oct-15,1,Yes,Obstetric care for First Nations in BC,First-time First Nations mothers in BC  less likely to get optimum obstetric care,Yes,"Pregnancy, antibiotics, obstetric care, diabetes, hypertension","370, 413, 68, 10",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150223,#obstetrics,"First-time First Nations mothers in BC are less likely to get optimum obstetric care.  Combined with known increases in perinatal mortality in this population, these findings point to an urgent need for further investigation, say the authors. [WEB IMAGE] Mon",37,,17,,,,2,14,3,1,3,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150624,Research,Cohort study (retrospective),Lai,Risk of ischemic stroke during the initiation period of ?-blocker therapy among older men,,26-Oct-15,27-Oct-15,,,March 2016,,,,6,Kate S,Erin D,Sarah,KF,DK,None,27-Oct-15,2-Nov-15,12-Nov-15,12-Nov-15,20-Nov-15,13-Nov-15,17-Nov-15,17-Nov-15,19-Nov-15,,,23-Nov-15,1,Yes,Stroke risk early in a[alpha]-blocker therapy,Stroke risk may be increased in the first three weeks after starting alpha-blocker therapy,Yes,"alpha-blockers, hypertension, stroke, benign prostatic hypertrophy (prostate enlargement) ","17, 38, 100, 183, 328",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150624,,"Researchers in Taiwan found that alpha-blockers are associated with increased risk of stroke in older men, and the risk is greater among men not taking other antihypertensive medications.  The authors recommend caution when prescribing alpha-blockers to patients who are not taking other antihypertensive medications. (open access) [TABLE 2] Mon 12pm",1,0,6,,1,6,10,8,4,0,2,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150564,Research,Cohort study (retrospective),Simioni,Outcomes associated with planned place of birth among women with low-risk pregnancies,,26-Oct-15,17-Dec-15,"invoice M3561 sent Oct 28,",,March 2016,,,,11,Sarah,Erin D,Kate B,KF,KP,Payment reqd Oct 26,29-Oct-15,30-Oct-15,18-Nov-15,18-Nov-15,27-Nov-15,19-Nov-15,25-Nov-15,25-Nov-15,27-Nov-15,,,2-Dec-15,2,Yes,Planned home birth for low-risk pregnancies,Planned home birth is generally not more dangerous than hospital birth for low-risk pregnancies.,Yes,"pregnancy, miscarriage, abortion, maternal health, fetal health","[ 159 ] [ 413 ] 
[ 68 ] 
[ 71 ] 
",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150564,  @EileenKHutton @McMasterU @MidwiferyEpi,"Planned home birth with a midwife in attendance is generally not more dangerous than hospital birth for low-risk pregnancies, and it is associated with fewer intrapartum interventions, found researchers from @MacHealthSci (open access) [WEB IMAGE] Wed 8am",52,49,48,,3,1,19,9,6,0,2,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150544,Research,Cohort study (retrospective),Drennan,Out-of-hospital cardiac arrest in high-rise buildings: delays to patient care and effect on survival,,13-Nov-15,17-Nov-15,,,April 2016,,Podcast,151044-com,7,Peggy,Erin D,Lea,KP for JF,JF,None,,17-Dec-15,23-Dec-15,23-Dec-15,12-Jan-16,5-Jan-16,11-Jan-16,11-Jan-16,11-Jan-16,,,13-Jan-16,1,Yes,OHCA in high-rise buildings,Survival rate after cardiac arrest is lower for patients on higher floors of high-rise buildings,Yes,"cardiac arrest, high-rise residential living, urban living, automated external defibrillators, emergency medical services, CPR, Advanced Cardiac Life Support","325, 170",,https://soundcloud.com/cmajpodcasts/150544-res,https://soundcloud.com/cmajpodcasts/150544-res/s-M0KvG,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/241458237%3Fsecret_token%3Ds-M0KvG&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150544,," @rescuresearch @StMikesHospital @UofTIMS @CIHR_IRSC 
",4,,30,,,,6,20,6,0,0,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150904,Research,Cohort study (retrospective),Roumie,Risk of hypoglycemia following intensification of metformin treatment with insulin versus sulfonylurea,,24-Oct-15,07-Dec-15,M3572 sent Dec 4; ,,April 2016,,,,9,Kate B,Erin D,Kate S,JF,DK,,,5-Jan-16,11-Jan-16,11-Jan-16,18-Jan-16,14-Jan-16,15-Jan-16,15-Jan-16,18-Jan-16,,,19-Jan-16,1,Yes,Danger of adding insulin to metformin,"Adding insulin, rather than sulfonylurea to metformin therapy for diabetes increases risk of hypoglycemia.",Yes,"Diabetes, hypoglycemia, insulin, metformin, sulfonylurea","24, 328, 346",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150904,,"In a large study of adults on metformin for diabetes, researchers found that adding insulin rather than sulfonylurea was associated with a higher risk of hypoglycemia.  This result calls into question the apparent equivalence of these choices in current guidelines.  (open access) [FIG 2AB, just graphs, not data table below them] Mon 12pm",44,,29,,,,6,7,1,0,3,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150790,Research,Cohort study (retrospective),Redelmeier,Risk of suicide after a concussion,,26-Nov-15,30-Nov-15,,,April 2016,,Podcast,,8,Peggy,Erin D,Kate S,KP,JF,,1-Dec-15,21-Jan-16,25-Jan-16,25-Jan-16,2-Feb-16,27-Jan-16,29-Jan-16,1-Feb-16,1-Feb-16,,,2-Feb-16,1,Yes,Risk of suicide after concussion,The long-term risk of suicide after a concussion in adults is 3 times higher than normal,Yes,"concussion, suicide, traumatic brain injury, military service, psychiatric condisions, childhood abuse, eating disorders, schizophrenia, depression, bipolar disorder, anxiety, substance abuse, radiography, computed tomography, magnetic resonance imaging, post-traumatic stress disorder, alcohol consumption, protective equiment","492, 323, 250, 83, 55, 69",,https://soundcloud.com/cmajpodcasts/150790-res/s-SFPbw,https://soundcloud.com/cmajpodcasts/150790-res,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/244432239%3Fsecret_token%3Ds-SFPbw&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150790,#suicide #concussion @icesontario @Sunnybrook @fralickmike,"The long-term risk of suicide after a concussion in adults is 3 times that among those who have not sustained a head injury, according to the findings of a large population-based study from Ontario. The risk of subsequent suicide is somewhat more elevated if the patient presents to health care services with concussion on a weekend compared with a weekday. (open access) Mon 12pm",4,1,52,,5,51,4,8,2,3,0,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150901,Research,Cohort study (retrospective),Garg,Macrolide antibiotics and the risk of ventricular arrhythmia in older adults,,11-Nov-15,18-Jan-16,M3565 sent Nov 13,,April 2016,,,,10,Kate B ,Olivier,Kate S,JF,KP,None,11-Jan-16,2-Feb-16,8-Feb-16,8-Feb-16,17-Feb-16,10-Feb-16,16-Feb-16,16-Feb-16,17-Feb-16,,,18-Feb-16,12,Yes,Macrolides likely safe in older adults,Macrolide antibiotic use is not associated with the risk of ventricular arrhythmia in older adults,Yes,"antibiotics, ventricular arrhythmia, respiratory infections","199, 328, 14",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150901,,"The use of macrolide antibiotics was not associated with the risk of ventricular arrhythmia in older adults but was associated with reduced mortality, in this @Institute-for-Clinical-Evaluative-Sciences-ICES-105181509564479 study. The authors suggest that current warnings from the FDA may be overstated. (open access) [WEB IMAGE] Mon 12pm",68,7,15,,61,22,6,9,6,0,1,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150832,Research,Cohort study (retrospective),Breau,Active surveillance in Canadian men with low-grade prostate cancer,,14-Dec-15,05-Jan-16,,,May 2016,,Podcast,,7,Peggy,Olivier,Lea,KP,DK,,13-Jan-16,5-Feb-16,11-Feb-16,11-Feb-16,23-Feb-16,15-Feb-16,18-Feb-16,18-Feb-16,22-Feb-16,,,24-Feb-16,1,Yes,Management of low-grade prostate cancer,Active surveillance is increasingly common for management of low-grade prostate cancer in Canada,Yes,"prostate cancer, prostate-specific antigen screening, PSA tests, prostatectomy, radiation therapy, high-intensity focused ultrasound","206, 295, 105 
",,https://soundcloud.com/cmajpodcasts/150832-res/s-QSTs4,https://soundcloud.com/cmajpodcasts/150832-res,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/248505179%3Fsecret_token%3Ds-QSTs4&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150832,"#prostatecancer #menshealth @rhankb @ottawahospital
",An examination of clinical data from @OttawaHospital's regional Prostate Cancer Assessment Clinic shows that active surveillance has become an increasingly common management strategy for men with low-grade prostate cancer. (open access) Mon 12pm,22,8,31,,30,23,6,12,3,0,4,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151333,Research,Cohort study (retrospective),O'Leary,Effect of surgical safety checklists on pediatric surgical complications in Ontario ,,22-Jan-16,22-Jan-16,,,June 2016,,,,8,Lea,Olivier,Kate B,JF,KP,,26-Jan-16,,25-Feb-16,25-Feb-16,7-Mar-16,26-Feb-16,29-Feb-16,2-Mar-16,3-Mar-16,,,8-Mar-16,1,Yes,Checklists for pediatric surgery,Mandatory surgical checklists did not reduce complications in pediatric surgery in Ontario between 2008 and 2011 ,Yes,"pediatric surgery, patient safety","10, 225, 340, 447",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151333,,"The implementation of surgical safety checklists for pediatric surgery in Ontario was not associated with a reduction in the proportion of children who experienced perioperative complications. The authors discuss several possible explanations, including the already low rate of complications, for why their study did not demonstrate the effectiveness of checklists observed in other studies. (open access) Tues 12pm",0,4,,,4,,,11,3,2,1,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150771,Research,Cohort study (retrospective),Shih,"Comparative effectiveness of angiotensin-converting-enzyme inhibitors and angiotensin II receptor blockers in patients
with type 2 diabetes and retinopathy",,26-Jan-16,28-Jan-16,,,May 2016,,,,10,Kate S,Olivier,Kate B,MBS,KP,None,11-Feb-16,18-Feb-16,24-Feb-16,24-Feb-16,4-Mar-16,29-Feb-16,2-Mar-16,2-Mar-16,3-Mar-16,,,8-Mar-16,11,Yes,ACE inhibitors v. ARBs in diabetic retinopathy,ARBs similar to ACE inhibitors in risk of death and cardiac events in diabetic retinopathy,Yes,"diabetes, heart disease, ACE inhibitors, angiotensin receptor blockers","17, 24, 183, 490",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150771,,"Research | Patients with diabetic retinopathy who received either an ACE inhibitor or an ARB experienced similar rates of death and major adverse cardiac events. Because ACE inhibitors and ARBs appear equally safe and effective in this context, treatment choices should be based on individual patient adherence and tolerance, say the authors. (open access)",2,14,21,,16,7,6,9,2,0,1,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151074,Research,Cohort study (retrospective),Urquia,Sex ratios at birth after induced abortion ,,08-Jan-16,26-Jan-16,,,June 2016,DON'T MOVE: author media,,"160183-com and CMAJOpen-2015-0141, posted same day",10,Lea,Erin D,,KP for MBS,DK,None,20-Jan-16,,,21-Mar-16,5-Apr-16,24-Mar-16,29-Mar-16,29-Mar-16,5-Apr-16,,,5-Apr-16,2,Yes,Sex ratios after induced abortion,Male:female infant sex ratios are elevated among Indian-born women in Canada,Yes,"ultrasonography, infants, abortion","159, 163, 164, 170, 339, 358, 412",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151074, @countthedead @kwame_mckenzie #abortion,"Research | More males born to Indian-born women in Ontario who already have daughters, according to a large study. The likelihood of male births increases when the third birth was preceded by one or more second trimester abortions. (open access) Mon 12pm",18,6,,,12,,,15,5,0,7,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151243,Research,Cohort study (retrospective),Henry,Occurrence of pregnancy and pregnancy outcomes during isotretinoin treatment,,22-Jan-16,26-Jan-16,,,July 2016,"DON'T MOVE; author told date [""late April""] by Kim",Podcast,,8,Peggy,Olivier,MS,DK,KP,None,1-Feb-16,6-Apr-16,12-Apr-16,12-Apr-16,13-Apr-16,13-Apr-16,15-Apr-16,18-Apr-16,18-Apr-16,,,20-Apr-16,2,Yes,Pregnancy and isotretinoin,Poor adherence to Canada's pregnancy prevention program for isotretinoin users is concerning,Yes,"isotretinoin, pregnancy, acne, congenital malformation, termination of pregnancy, oral contraceptives, ","328, 22, 412, 414, 68
",,https://soundcloud.com/cmajpodcasts/151243-res/s-Fs4nb,https://soundcloud.com/cmajpodcasts/151243-res,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/259011074%3Fsecret_token%3Ds-Fs4nb&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151243,,"Risks of maternal isotretinoin therapy to the developing fetus are well recognized. However, the isotretinoin pregnancy prevention program in Canada was relatively ineffective over a 15-year period in which nearly 60 000 women in 4 provinces received prescriptions for the drug. Open-access research: Mon 12pm",4,6,71,,10,65,6,1,2,3,0,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
